,kreis_key,income_pp_2000,income_pp_2001,income_pp_2002,income_pp_2003,income_pp_2004,income_pp_2005,income_pp_2006,income_pp_2007,income_pp_2008,income_pp_2009,income_pp_2010,income_pp_2011,income_pp_2012,income_pp_2013,income_pp_2014,income_pp_2015,income_pp_2016,income_pp_2017,income_pp_2018,income_2000,income_2001,income_2002,income_2003,income_2004,income_2005,income_2006,income_2007,income_2008,income_2009,income_2010,income_2011,income_2012,income_2013,income_2014,income_2015,income_2016,income_2017,income_2018
334,09672,14593,15313,15442,15922,16349,16423,16737,16999,17673,17610,18459,19351,19579,20281,20417,21220,21371,21954,22814,1595151,1674456,1688883,1736731,1776886,1777133,1799778,1816317,1875043,1853339,1929007,2010983,2024218,2088843,2100538,2185728,2203365,2265267,2355316
335,09673,14244,15105,15065,15444,15836,16122,16618,17193,17807,17440,18069,18949,19530,19795,20218,21196,21541,22191,23050,1223719,1293569,1290294,1322202,1353796,1370945,1399944,1434750,1471884,1429248,1470460,1530550,1569159,1585500,1613802,1689360,1718745,1771428,1838107
336,09674,14240,14664,14719,15098,15622,15727,15996,16386,17034,16885,17655,18552,18991,19299,19954,20394,20867,21493,22335,1257267,1294797,1297865,1329909,1372530,1376410,1393250,1417692,1463800,1441514,1498990,1569065,1601567,1624181,1678567,1720554,1762810,1814427,1888051
337,09675,15249,16472,16519,17375,18330,18342,18629,18780,19152,18639,19245,20233,21206,20997,22614,21843,22339,22807,23553,1349494,1460206,1466679,1545575,1631591,1632114,1655729,1666546,1695074,1643455,1690681,1774620,1862199,1847663,1996721,1941825,1999969,2054620,2135483
338,09676,16010,16900,16694,17028,17276,17598,18087,18593,19039,18683,19265,20248,20493,20582,21213,21585,21832,22418,23343,2098493,2221524,2197278,2242863,2275518,2316695,2373526,2430175,2478762,2420894,2483859,2598937,2623717,2632948,2713684,2767100,2805288,2880969,3002315
339,09677,15571,16484,16290,16502,16717,17011,17402,17885,18435,18244,18948,19916,20459,20700,21170,21822,22010,22619,23587,2055008,2177087,2154453,2181590,2204692,2235957,2277870,2331490,2391698,2353012,2427852,2537792,2594683,2616405,2669675,2750044,2777907,2859262,2982484
340,09678,14818,15878,15628,15787,15969,16256,16763,17350,18043,17929,18801,19700,20110,20303,20868,21289,21573,22231,23143,1726271,1854605,1827867,1844754,1862238,1889939,1938880,1995876,2065399,2041429,2131155,2227496,2270921,2292914,2365954,2432941,2477013,2555761,2663894
341,09679,15246,16119,16187,16616,17159,17408,17765,18100,18830,18708,19687,20584,20713,21152,21606,22813,22274,22806,23740,2408069,2549875,2566766,2637782,2724786,2764104,2820818,2879771,2994847,2966566,3115565,3254974,3274233,3348455,3433579,3646360,3580200,3676142,3836059
343,09761,15590,16010,15969,16279,16471,16432,16547,16754,17136,16925,17499,17955,18551,18705,18661,19187,19192,19415,20053,3995062,4128645,4154077,4248013,4309797,4330116,4379859,4439286,4549466,4501143,4667954,4818658,5028317,5136862,5203124,5444237,5526772,5654038,5895422
344,09762,16763,17416,17324,17673,18099,18206,18486,18641,19278,19097,19818,20574,21163,20978,20963,21497,21630,21984,22598,698951,730058,732570,750052,765759,766425,773490,778447,805026,795666,824232,854086,878593,874063,878085,910885,928653,952034,987203
345,09763,17206,18069,17900,18251,18515,18787,19202,19434,19735,19264,19817,20638,20569,21039,20857,21066,21188,21414,22064,1074094,1131259,1124519,1148386,1166493,1184003,1211099,1230897,1258319,1233080,1269606,1325372,1325940,1364090,1362652,1396349,1424649,1454678,1513995
346,09764,17363,18551,18488,19152,19585,20109,20809,21375,21703,21127,21528,22464,23724,24280,25642,26430,26093,26367,27460,712525,762477,762736,790641,809289,830888,859188,881872,894978,872102,888623,926580,982101,1011551,1076640,1123850,1123742,1143864,1198738
347,09771,18063,19200,18608,18849,19056,19445,20044,20632,21048,20554,21266,22204,22824,23156,23659,23608,24331,24885,25751,2197141,2359421,2306078,2355124,2395681,2450137,2526873,2602815,2655539,2592297,2682777,2807502,2898313,2960392,3048826,3071455,3191206,3284769,3427355
348,09772,17581,18150,18001,18389,18769,19003,19463,19863,20532,20254,21075,22034,22558,22572,23014,23568,23781,24239,25088,4115745,4277908,4271862,4382628,4484427,4542561,4645200,4733777,4882505,4802521,4991666,5229860,5378300,5416448,5564846,5754063,5863583,6027989,6289130
349,09773,15865,17153,16957,17475,18013,18151,18520,18943,19524,19095,19895,20953,21470,21592,22091,22707,23062,23580,24400,1485103,1613797,1605827,1663395,1720147,1734181,1764803,1797933,1845286,1797532,1864931,1956152,2000329,2010744,2061187,2135040,2180878,2236779,2332410
350,09774,15398,16292,16372,16828,17361,17717,18268,18822,19843,20016,21198,22204,21573,21876,22216,22261,23115,23586,24434,1868561,1983621,2001534,2064215,2130003,2169160,2229128,2289431,2406901,2416978,2552052,2669346,2591650,2634203,2693973,2726789,2850714,2924902,3057467
351,09775,16426,17356,17393,17904,18395,18734,19240,19707,20275,19965,20714,21550,21681,21815,22487,22796,23187,23632,24479,2601551,2766247,2792763,2890800,2980362,3036595,3117051,3198418,3301860,3260303,3387998,3534570,3573709,3620431,3760814,3854220,3957062,4059428,4243926
352,09776,16733,17453,17486,18082,18659,19181,19787,20281,20576,20079,20568,21458,22673,23003,23541,24636,25262,25921,26816,1275428,1338022,1349255,1401112,1450707,1497944,1552211,1596423,1621241,1577897,1612331,1681958,1780894,1812381,1863600,1968620,2038500,2101027,2183040
353,09777,15207,16082,16104,16576,17233,17600,18165,18903,19499,19084,19824,20820,21469,21927,22335,22515,22391,22915,23686,1990218,2118290,2134168,2207879,2303646,2360995,2439632,2535529,2610699,2551025,2647228,2779845,2873963,2947962,3022668,3080138,3089675,3179922,3311287
354,09778,16241,17047,16872,17570,18312,18843,19511,20108,20639,20230,21020,22037,22638,23225,23827,24467,24017,24512,25277,2162157,2287554,2277400,2379098,2484522,2555530,2644412,2727019,2797471,2735658,2840155,2983213,3078475,3180340,3290506,3414800,3381401,3477149,3621989
355,09779,15515,16376,16530,17381,18356,18476,18856,19261,19990,19800,20720,21731,22517,22217,22978,23339,23659,24165,25092,2001151,2121661,2148811,2266323,2395561,2408069,2448947,2491703,2577469,2543586,2653826,2781203,2893554,2869965,2982903,3052097,3118764,3206051,3343948
356,09780,15888,16959,16731,17229,17655,18080,18669,19240,19916,19728,20619,21614,22046,22082,22285,22725,23240,23738,24617,2326305,2495608,2473860,2556446,2627579,2699088,2790010,2876008,2976802,2942233,3068128,3213405,3286490,3311577,3359084,3450220,3560741,3659558,3814730
358,10041,14323,14969,14917,15134,15734,16158,16326,16636,17008,16876,17295,17801,17910,17983,18275,18728,19060,19381,19205,4995553,5203171,5168153,5219856,5387583,5485195,5497448,5555581,5642380,5565995,5671043,5818020,5853345,5868093,5953845,6114410,6261029,6393350,6336243
360,10042,13964,14959,14842,15210,16473,16052,15528,15363,15611,15558,15973,16495,16569,17031,17427,17954,18362,18841,18790,1467428,1573586,1563186,1601619,1733962,1688093,1628522,1607895,1630935,1618243,1652693,1700744,1716257,1759756,1795995,1858107,1908798,1955404,1944936
361,10043,14125,14928,14923,15062,15469,15782,15928,16185,16650,16790,17371,17978,18058,18247,18670,19069,19462,19929,19925,2072086,2177993,2167298,2177522,2222416,2250706,2252352,2269122,2311568,2305360,2359876,2421898,2429360,2438851,2485345,2543403,2605246,2663397,2645108
362,10044,14158,14880,14812,14983,15489,15848,16002,16314,16714,16778,17394,18016,18592,18923,19244,19796,20297,20844,20819,2980546,3124028,3108366,3143093,3243185,3304642,3315520,3356559,3413411,3396293,3493096,3598107,3663175,3714376,3768092,3886310,3994727,4089938,4070200
363,10045,15230,15972,15912,16148,16728,17222,17394,17836,18369,18366,18950,19636,20024,20452,20993,21408,21871,22477,22452,2380467,2487552,2468616,2494472,2569058,2629192,2637662,2683763,2742576,2720014,2789758,2879447,2897304,2946563,3016459,3084057,3156957,3231038,3211004
364,10046,17373,19587,18903,19552,20688,20815,20517,20403,21177,21811,22512,23386,23702,22990,19580,20047,21061,21775,21849,1646446,1851410,1782982,1838989,1940045,1943082,1899750,1874395,1929659,1968452,2015179,2077885,2119468,2042463,1730997,1775696,1867544,1919699,1914715
365,11000,15154,15505,15404,15349,15873,16003,16486,16629,17051,17339,17512,17909,18043,18239,18407,19036,19484,20249,20972,49990767,51014207,50618809,50300948,51837633,52176347,53741678,54230750,55685357,56688731,57337097,59136984,60456115,61985727,63427666,66528944,69116667,72779892,76112218
379,12051,12644,13074,13369,13488,13655,13764,14089,14324,14704,15130,15101,15664,15838,16254,16531,16978,17325,17967,18473,999357,1016356,1024218,1021358,1025117,1023823,1038037,1046826,1067452,1093029,1085274,1120005,1128730,1155522,1174257,1210617,1240829,1289553,1330136
380,12052,13034,13575,13952,14248,14428,14563,14874,15111,15558,16039,16167,16557,16762,17224,17801,17780,17921,18486,19172,1483569,1510879,1520244,1525586,1523767,1520375,1532378,1536543,1564685,1602404,1616268,1656650,1675267,1718190,1771925,1770649,1793062,1862060,1929195
381,12053,12239,12617,12962,13127,13363,13617,14030,14297,14629,14957,14983,15564,15567,15849,16185,16638,16979,17657,18263,887491,892099,891374,880466,874919,868713,875838,879218,889446,898674,892450,921837,915346,923635,936036,962874,987237,1027888,1060257
382,12054,13753,14328,14741,15046,15618,15907,16414,16784,17162,17466,17530,17727,18040,18560,19005,19521,20446,20843,21208,1919523,2014699,2090847,2156228,2256455,2318014,2416501,2497324,2588185,2665996,2709312,2776786,2859835,2978178,3093230,3238411,3471240,3621613,3751679
383,12060,13793,14394,14718,14974,15178,15418,15799,16100,16603,17113,17239,17841,17983,18412,18672,19031,19546,20186,20779,2290698,2413401,2480082,2538802,2596571,2655637,2730360,2786606,2872572,2958169,2976211,3078475,3108972,3193939,3255848,3353210,3486697,3635845,3777814
384,12061,14393,14987,15175,15368,15531,15800,16247,16623,17092,17503,17546,18172,18342,18740,19235,19426,20013,20715,21267,2266252,2375361,2411026,2445191,2479800,2535652,2610995,2668281,2740121,2805050,2813648,2911905,2938514,3008813,3104021,3171076,3308224,3453113,3576888
385,12062,12302,12811,13016,13255,13525,13774,14077,14511,14964,15223,15446,15946,16093,16666,17055,17229,17643,18502,19046,1616724,1658408,1658129,1664320,1676270,1682330,1688511,1706972,1727965,1727011,1723785,1752965,1743964,1781621,1800583,1806216,1844320,1922872,1962659
386,12063,13784,14331,14360,14541,14750,15107,15659,16115,16528,16999,17146,17680,17807,18257,18698,18927,19268,19988,20533,2019814,2137340,2164252,2203007,2243281,2308638,2402051,2473045,2532479,2599607,2618295,2700726,2726289,2803912,2891401,2968188,3062904,3202013,3312160
387,12064,13543,14153,14283,14397,14675,14899,15254,15523,16024,16501,16727,17276,17466,18020,18390,18666,19350,20136,20684,2532297,2665905,2705287,2739721,2801250,2845207,2909855,2955367,3042508,3120144,3148352,3239036,3266153,3375004,3458138,3538481,3699710,3872142,4004929
388,12065,14135,14787,15067,15265,15524,15717,16070,16266,16691,17152,17283,17763,17999,18512,18760,19377,19965,20693,21315,2679124,2836791,2913293,2973176,3046381,3107095,3197176,3248842,3339831,3437430,3469648,3571012,3630136,3750261,3826217,3995677,4154436,4330375,4488356
389,12066,12511,13045,13425,13794,14098,14181,14443,14744,15271,15742,15988,16528,16632,17075,17433,17928,18376,19186,19809,1814532,1849665,1860664,1870312,1873777,1852740,1852722,1854167,1884903,1910456,1909792,1945336,1930219,1955539,1976378,2020055,2061903,2140000,2194862
390,12067,12866,13404,13720,14033,14417,14887,15279,15549,16015,16510,16696,17248,17449,17949,18198,18358,18973,20015,20685,2497091,2590523,2632337,2670465,2724473,2792152,2840689,2866259,2927313,2989437,2996814,3074707,3095552,3175921,3227193,3306374,3426885,3574568,3692388
391,12068,12212,12759,12973,13164,13536,13749,14132,14426,14951,15281,15589,16068,16185,16709,16985,17157,17732,18597,19058,1373407,1418195,1427948,1435518,1460213,1467786,1492565,1506094,1544129,1560718,1575620,1609543,1609443,1654799,1680075,1698532,1760115,1848359,1891017
392,12069,14700,15154,15379,15657,16027,16731,17294,17862,18321,18702,18776,19381,19571,20168,20808,20950,21548,22432,23093,2848143,2976916,3047530,3121567,3212076,3369287,3492860,3614850,3708454,3784309,3805020,3936627,3990357,4133507,4297097,4382770,4558618,4771514,4940474
393,12070,12140,12750,12943,13132,13651,14023,14377,14776,15290,15501,15836,16321,16425,17065,17464,17490,17891,18781,19218,1162392,1200449,1198038,1196229,1223240,1235515,1247413,1261652,1282227,1278728,1287558,1308262,1300657,1337819,1358186,1356561,1389991,1456275,1477620
394,12071,12628,13033,13360,13724,14047,14329,14691,15042,15572,16062,16364,17071,17087,17444,17796,18178,18747,19652,20450,1867397,1897479,1909204,1926866,1940799,1946315,1960697,1974606,2007757,2033890,2035152,2089858,2065418,2085277,2108177,2141923,2197740,2282438,2350632
395,12072,13449,14089,14377,14684,15132,15819,16305,16772,17120,17416,17438,17986,18033,18417,18566,18700,19187,19821,20241,2125274,2239719,2290967,2343879,2419027,2533299,2617627,2694587,2746346,2788090,2784034,2867784,2878005,2947940,2988607,3039171,3149773,3286960,3392224
396,12073,12019,12584,12741,12893,13246,13359,13642,14038,14557,14901,15157,15655,15775,16308,16632,16738,17161,18028,18493,1811098,1858856,1840728,1826399,1845232,1830803,1837822,1857562,1891536,1904510,1910752,1949044,1942009,1988042,2013785,2023942,2075515,2174397,2218234
398,13001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
399,13002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
400,13003,12899,13394,13830,13860,13959,14189,14559,14752,15159,15540,15626,15765,16161,16366,16654,17273,17818,18310,18905,2584466,2652198,2720393,2719106,2741190,2790886,2867488,2911238,2998252,3078777,3105970,3170529,3270199,3324963,3394121,3542510,3684079,3807817,3944520
401,13004,13276,13704,14198,14281,14455,14636,14906,14942,15419,15826,16001,16575,17018,17380,17599,17818,18274,19055,19724,1345492,1367841,1398036,1388559,1392525,1401093,1419665,1415845,1454126,1484799,1497316,1513757,1553700,1588915,1616621,1683239,1758578,1824176,1889709
402,13005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403,13006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
404,13051,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
405,13052,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
406,13053,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
407,13054,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
408,13055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
409,13056,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
410,13057,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
411,13058,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
412,13059,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
413,13060,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
414,13061,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
415,13062,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
416,13071,12173,12724,13211,13496,14132,14115,14330,14426,15034,15256,15490,16041,16159,16564,16887,17309,17783,18597,19235,3756280,3877763,3970610,4001720,4136040,4079317,4089601,4058455,4163155,4162900,4177539,4293798,4289006,4362000,4425723,4537074,4662100,4857339,4998328
417,13072,12296,12940,13320,13431,13913,14232,14747,15097,15776,16019,16270,16762,17199,17771,18160,18547,19101,19883,20421,2813164,2956216,3029807,3040793,3134160,3184899,3272354,3315732,3426357,3443506,3469551,3562346,3634156,3743271,3835727,3944548,4081998,4260681,4387873
418,13073,12123,12676,13021,13155,13520,13742,14176,14419,15025,15335,15563,15979,16341,16692,17019,17593,18200,18877,19462,3082319,3188708,3236437,3234551,3290919,3308083,3372896,3392073,3494367,3527864,3546472,3602607,3664264,3729144,3800187,3943413,4093201,4248149,4376998
419,13074,12359,12996,13307,13391,13774,14024,14512,14867,15377,15472,15643,16177,16642,17084,17414,17886,18377,19061,19643,2067409,2166033,2207613,2211769,2265858,2299318,2366265,2407023,2471955,2468113,2476874,2532957,2594596,2657170,2705107,2787556,2876911,2990813,3081201
420,13075,11844,12336,12695,12799,13114,13286,13641,13817,14380,14668,14895,14886,15461,15784,16105,16558,17205,17954,18491,3199058,3287805,3334394,3320590,3366456,3375674,3434266,3448256,3554718,3589339,3613079,3598608,3712580,3768125,3831934,3941167,4092538,4258974,4380076
421,13076,12649,13346,13718,13856,14354,14646,15110,15455,16113,16275,16543,17003,17409,17864,18130,18335,18799,19682,20206,3027755,3177268,3244078,3251040,3333530,3363385,3430862,3466785,3565569,3552461,3570363,3645759,3707731,3790146,3848990,3912167,4010555,4183267,4295196
424,14161,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
425,14166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
426,14167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
427,14171,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
428,14173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
429,14177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430,14178,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
431,14181,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432,14182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
433,14188,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
434,14191,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
435,14193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
437,14262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
438,14263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
439,14264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
440,14272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
441,14280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
442,14284,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
443,14285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
444,14286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
445,14287,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446,14290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447,14292,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
449,14365,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450,14374,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
451,14375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
452,14379,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
453,14383,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
454,14389,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
456,14511,13831,14337,14822,15207,15440,15513,15974,16303,16693,17080,17389,17691,18111,18340,18607,18626,19087,19765,20366,3594540,3670917,3743721,3794271,3817393,3807601,3897416,3962361,4039859,4115188,4182044,4255109,4362579,4431235,4517297,4583486,4723997,4874054,5031323
457,14521,12756,13437,13670,13996,14191,14171,14610,14979,15459,15774,16022,16453,16896,17240,17646,18210,18865,19668,20492,5323254,5536524,5560424,5621638,5631971,5556176,5651374,5710770,5807827,5842164,5857818,5943507,6035124,6090690,6183903,6348439,6525435,6731482,6947487
458,14522,13043,13721,14001,14340,14646,14679,15173,15624,16022,16228,16584,17035,17435,17722,18087,18545,19088,19859,20571,4808430,4999209,5037691,5095919,5142890,5093482,5199254,5283049,5344663,5345548,5397013,5480496,5555350,5598384,5673153,5796667,5945492,6142900,6318915
459,14523,13289,13898,14226,14537,14737,14779,15220,15595,16010,16298,16564,16967,17364,17705,17911,18497,18959,19675,20424,3638592,3767825,3814994,3855309,3865278,3831261,3896612,3939111,3987328,4003911,4018267,4068252,4121039,4162438,4176579,4297921,4392631,4531510,4670812
460,14524,13159,13792,14125,14449,14704,14752,15190,15550,15988,16341,16682,17111,17579,18028,18478,19085,19520,20281,21056,4983812,5166671,5230326,5292012,5332648,5296990,5392777,5454352,5538807,5593197,5648264,5733746,5832704,5925489,6025778,6199457,6311274,6510935,6711786
462,14612,14121,14528,15071,15471,15816,15788,16072,16344,16646,16831,17080,17315,17663,17909,18016,18535,19052,19541,20112,6658414,6855359,7120678,7339271,7550684,7619847,7887717,8113178,8315594,8478837,8687161,8909607,9209982,9454650,9612182,10009991,10392889,10730491,11119077
463,14625,12814,13430,13800,14142,14401,14477,15033,15502,15967,16257,16628,16985,17352,17791,18074,18521,19111,19869,20632,4655789,4811222,4873504,4932033,4967222,4936622,5056487,5138901,5216977,5238998,5292351,5350436,5418407,5508544,5557059,5675295,5838024,6033378,6225710
464,14626,12244,12808,13161,13468,13693,13679,14120,14456,14869,15160,15562,15909,16215,16559,16926,17356,18110,18830,19486,3954132,4052916,4081203,4107730,4115034,4048139,4106239,4134767,4189192,4208926,4254918,4287581,4317113,4361953,4420768,4514180,4693574,4847962,4983288
465,14627,13023,13671,14055,14488,14912,15022,15637,16209,16557,16764,17117,17520,17862,18283,18755,19196,19755,20567,21310,3568270,3707738,3771116,3851542,3933513,3933126,4052529,4153390,4196829,4204326,4258129,4329014,4384629,4465009,4571061,4693232,4831532,5005437,5168059
466,14628,13321,13998,14319,14718,15075,15107,15572,15900,16349,16664,17001,17409,17762,18122,18435,18872,19458,20190,20914,3610670,3763813,3812122,3885180,3949600,3924498,4005929,4051658,4127813,4171907,4225735,4299483,4371166,4456816,4533922,4655433,4801005,4961573,5134760
468,14713,13254,13677,14134,14485,14793,14838,15308,15618,15901,16118,16442,16745,17053,17293,17354,17863,18261,18479,18825,6402253,6585320,6800802,6986340,7146452,7191114,7465709,7662643,7855780,8013601,8219011,8468157,8789921,9099459,9336852,9868706,10331628,10653527,11010802
469,14729,13300,13901,14205,14617,15027,15129,15669,16129,16652,16920,17344,17950,18497,18804,19097,19670,20347,21043,21768,3839580,3988580,4037807,4119657,4202106,4194888,4305977,4389321,4484453,4511971,4582841,4702090,4810442,4858934,4919777,5075424,5257084,5432626,5613576
470,14730,12803,13484,13758,14074,14460,14464,14874,15351,15745,15884,16394,16805,17097,17561,17873,18471,19051,19734,20340,2931814,3055634,3081377,3118599,3175513,3145485,3196233,3255650,3292510,3274503,3334377,3378851,3408123,3476820,3524459,3644807,3768936,3905992,4021905
472,15001,12721,13288,13696,13950,14026,14393,14854,14803,15297,15825,16084,16649,17139,17371,17745,18260,18788,19493,20043,1282184,1310239,1321843,1325031,1314354,1332114,1358492,1335797,1360513,1390009,1398073,1431604,1457592,1461052,1478839,1515358,1553996,1604438,1637007
473,15002,12625,13075,13455,13488,13269,13584,13995,14218,14657,15178,15360,15566,15803,16016,16324,16820,17099,17570,17828,3150088,3186153,3220132,3205978,3146009,3198889,3274131,3303554,3383329,3486348,3525484,3582362,3650058,3707779,3787446,3948193,4060930,4191924,4264843
474,15003,12768,13234,13571,13838,13968,14190,14517,14718,15192,15696,15971,16224,16619,16884,17192,17654,18061,18541,18904,2972629,3035240,3079189,3121898,3138147,3196745,3290889,3341522,3448449,3562635,3634334,3706500,3812757,3891235,3982642,4131386,4279096,4418417,4510295
475,15081,12684,13260,13281,13688,14135,14110,14371,14669,15402,15713,16330,17104,17633,17982,18312,18221,18905,19814,20083,1282139,1330426,1320450,1345567,1373172,1354389,1359987,1367622,1415185,1420759,1456212,1507710,1538460,1557119,1578379,1569187,1620125,1681184,1689188
476,15082,12162,12578,12884,13242,13462,13747,14227,14592,15092,15438,15718,16225,16711,16991,17437,17826,18364,19137,19584,2522170,2560403,2574834,2598612,2594843,2605870,2654259,2676917,2722016,2738519,2743423,2790512,2835046,2848643,2893689,2940421,3010972,3103645,3144436
