,kreis_key,prop_abitur_2006,prop_abitur_2007,prop_abitur_2008,prop_abitur_2009,prop_abitur_2010,prop_abitur_2011,prop_abitur_2012,prop_abitur_2013,prop_abitur_2014,prop_abitur_2015,prop_abitur_2016,prop_abitur_2017,prop_abitur_2018,prop_abitur_2019,prop_no_haupt_2006,prop_no_haupt_2007,prop_no_haupt_2008,prop_no_haupt_2009,prop_no_haupt_2010,prop_no_haupt_2011,prop_no_haupt_2012,prop_no_haupt_2013,prop_no_haupt_2014,prop_no_haupt_2015,prop_no_haupt_2016,prop_no_haupt_2017,prop_no_haupt_2018,prop_no_haupt_2019
342,12070,27.1,30.8,39.4,45.8,40.5,34.0,36.0,33.2,26.0,30.7,27.4,34.8,30.7,32.9,14.1,12.1,12.8,10.8,13.7,13.3,12.3,12.2,8.6,11.8,14.2,10.6,12.4,14.4
343,12071,31.1,42.3,52.8,58.3,52.0,42.8,44.1,32.1,32.4,28.2,36.2,39.2,39.2,31.3,9.3,7.0,8.4,6.2,5.8,7.5,5.9,8.4,11.2,7.4,6.4,7.6,10.0,9.9
344,12072,25.5,30.6,37.8,45.1,44.7,37.0,44.0,35.6,32.3,31.3,32.6,36.5,35.6,32.3,12.1,10.9,10.0,9.7,9.7,10.7,7.5,9.5,9.9,8.3,8.2,9.0,8.1,8.0
345,12073,29.9,32.2,38.2,42.0,39.3,33.5,38.5,28.9,28.1,30.4,29.2,31.9,31.6,30.4,12.2,12.5,11.7,10.9,10.6,13.7,10.0,11.8,12.9,11.0,11.6,11.1,11.0,10.4
346,13001,32.3,38.8,56.7,46.5,44.4,45.3,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,8.2,6.0,8.6,7.8,11.0,12.1,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
347,13002,40.2,46.9,67.0,50.7,50.0,43.0,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,11.5,9.6,6.3,9.6,8.0,14.7,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
348,13003,38.3,40.0,60.6,53.0,46.8,41.3,44.4,43.4,45.5,47.2,43.2,45.6,47.0,48.1,12.4,10.6,9.5,11.5,10.9,12.0,10.0,13.1,8.6,9.7,10.8,9.9,8.9,11.1
349,13004,32.8,38.5,60.4,48.0,37.8,38.8,42.5,43.5,44.9,49.9,47.9,48.5,44.3,40.4,13.5,13.1,7.9,10.1,17.8,13.1,13.1,14.2,9.9,9.4,11.9,10.3,11.6,11.4
350,13005,29.5,40.3,54.5,49.9,46.4,37.9,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,10.4,7.6,9.1,7.5,10.7,11.1,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
351,13006,34.6,35.7,57.7,43.2,35.3,42.2,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,13.8,11.7,12.3,21.1,17.7,14.3,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
352,13051,25.5,32.2,51.1,39.5,33.9,31.8,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,10.2,8.4,8.8,10.7,12.4,11.6,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
353,13052,19.9,26.9,47.0,35.8,27.8,28.3,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,11.1,12.0,11.7,14.4,15.1,16.7,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
354,13053,21.1,23.5,46.9,35.8,31.3,24.5,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,12.5,11.3,9.5,15.7,15.2,12.6,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
355,13054,23.7,28.0,51.5,37.4,33.4,31.0,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,9.4,11.3,9.4,11.1,10.3,14.7,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
356,13055,18.7,32.8,52.2,44.7,30.8,32.8,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,9.2,11.5,12.0,12.9,16.3,16.5,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
357,13056,22.6,30.4,53.6,40.3,36.3,31.3,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,9.9,10.2,10.1,15.9,14.7,13.9,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
358,13057,18.4,22.8,45.6,31.0,25.7,25.3,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,12.2,10.9,10.2,12.6,14.1,12.9,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
359,13058,17.6,24.6,47.5,30.8,27.6,26.9,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,12.9,11.2,9.9,15.9,15.8,17.8,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
360,13059,19.3,25.9,44.6,31.9,27.6,28.6,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,12.3,11.2,13.9,14.4,17.0,14.8,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
361,13060,24.6,27.2,50.8,35.6,31.0,28.7,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,11.1,11.0,10.9,12.7,15.7,18.5,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
362,13061,23.6,24.5,47.1,33.0,27.6,25.0,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,13.8,8.6,10.8,10.4,12.5,16.6,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
363,13062,23.7,25.4,51.5,32.4,36.5,31.5,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,14.5,9.3,9.6,12.0,13.1,13.1,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
364,13071,24.29115044247788,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,33.1,33.5,35.3,35.7,36.2,37.7,36.8,36.4,8.167692307692308,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,14.4,10.8,9.6,8.3,10.1,9.8,10.0,9.0
365,13072,24.29115044247788,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,28.9,29.1,30.8,30.0,33.2,31.4,35.0,31.9,8.167692307692308,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,12.5,9.6,8.6,7.8,8.8,8.3,6.4,9.5
366,13073,24.29115044247788,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,27.6,24.8,26.4,30.1,28.8,28.8,31.3,28.9,8.167692307692308,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,9.8,9.8,7.2,7.6,7.9,6.5,7.5,6.5
367,13074,24.29115044247788,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,31.4,30.9,31.9,35.1,34.9,34.8,35.1,34.0,8.167692307692308,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,13.7,10.9,8.3,9.7,9.8,9.8,9.5,8.5
368,13075,24.29115044247788,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,28.2,28.7,32.3,34.1,35.1,34.3,33.2,33.2,8.167692307692308,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,13.0,12.2,9.6,8.0,9.4,9.1,9.5,10.1
369,13076,24.29115044247788,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,31.8,30.2,29.0,32.8,34.0,32.4,32.1,33.4,8.167692307692308,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,12.5,10.5,8.9,8.1,7.8,8.3,8.7,8.7
370,14161,30.4,32.2,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,8.2,8.6,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
371,14166,34.5,36.7,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,9.5,8.3,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
372,14167,33.2,35.3,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,6.9,8.6,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
373,14171,25.4,26.7,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,7.6,5.5,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
374,14173,34.0,37.8,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,7.2,6.6,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
375,14177,29.2,31.3,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,7.9,7.9,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
376,14178,24.1,26.5,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,6.8,7.1,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
377,14181,25.0,25.8,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,7.6,5.3,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
378,14182,29.0,36.5,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,6.7,6.6,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
379,14188,23.9,24.8,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,6.1,5.0,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
380,14191,19.8,23.4,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,7.7,9.6,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
381,14193,26.4,27.4,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,7.9,9.6,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
382,14262,34.4,35.5,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,8.5,8.2,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
383,14263,30.7,36.1,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,10.9,11.9,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
384,14264,36.2,45.5,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,13.1,10.1,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
385,14272,26.8,31.5,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,7.5,7.3,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
386,14280,29.4,31.4,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,8.3,7.5,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
387,14284,19.5,22.5,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,8.3,7.5,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
388,14285,20.5,25.1,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,8.3,8.9,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
389,14286,26.9,31.1,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,8.7,8.6,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
390,14287,27.8,34.0,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,10.7,8.9,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
391,14290,24.7,25.7,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,7.9,8.4,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
392,14292,19.3,22.1,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,7.7,8.0,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
393,14365,33.0,38.2,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,11.7,11.6,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
394,14374,31.7,36.5,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,9.8,8.5,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
395,14375,22.7,26.3,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,9.7,12.0,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
396,14379,26.4,27.6,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,9.8,9.0,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
397,14383,29.7,29.5,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,7.8,7.4,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
398,14389,20.7,25.8,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,8.2,9.8,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
399,14511,30.4,32.2,41.4,38.5,34.7,31.7,32.2,32.4,32.0,36.4,34.6,33.5,33.9,34.9,8.2,8.6,9.7,9.6,10.5,11.2,12.1,13.0,11.4,9.7,10.1,13.0,10.9,11.2
400,14521,23.1,25.0,33.2,34.5,25.6,25.0,23.7,23.0,23.4,24.0,24.3,26.7,25.3,28.3,7.3,6.7,6.6,6.1,6.6,8.1,7.3,8.3,6.9,7.5,7.8,6.8,8.4,7.6
401,14522,27.7,32.2,38.0,38.9,30.7,29.6,29.1,27.5,28.4,32.6,30.7,30.9,30.8,28.8,7.9,8.2,8.5,7.9,9.6,8.8,8.8,10.1,9.8,9.1,9.1,9.6,9.3,9.4
402,14523,26.8,29.3,39.6,36.4,28.1,29.9,28.6,27.6,30.0,31.8,29.3,31.6,31.5,30.0,7.5,7.4,7.2,8.2,7.8,7.8,6.4,8.9,5.8,6.2,7.5,5.7,8.2,7.6
403,14524,31.2,33.6,37.2,37.8,30.4,32.5,30.7,31.2,32.6,33.6,33.6,34.9,35.8,32.6,7.3,8.2,8.1,8.2,9.6,9.9,9.7,9.5,9.3,8.2,7.2,7.7,7.6,10.4
404,14612,34.4,35.5,43.2,45.3,35.5,36.3,38.0,37.0,38.0,40.1,40.3,41.1,42.1,43.0,8.5,8.2,8.0,8.0,8.1,8.0,8.5,8.6,8.7,7.6,5.9,7.8,8.1,7.5
405,14625,25.2,30.1,36.7,39.6,31.7,30.6,27.3,28.8,30.0,30.6,31.0,32.7,32.9,31.7,8.4,8.1,8.4,9.7,9.2,9.2,9.9,9.0,5.7,7.9,8.2,6.7,7.4,6.8
406,14626,25.2,29.2,32.9,33.6,25.4,23.0,24.0,23.2,23.4,28.3,28.1,28.9,28.9,28.4,9.0,8.8,9.4,9.0,9.6,10.4,11.9,11.7,8.6,9.0,10.2,8.8,9.4,9.1
407,14627,25.4,28.6,37.3,37.3,26.6,27.5,25.8,25.3,27.2,30.6,26.5,29.3,30.8,30.6,8.3,8.1,7.6,8.5,9.7,8.0,9.0,8.4,8.1,5.6,7.8,7.4,6.2,6.1
408,14628,26.4,30.0,37.0,38.1,25.7,26.4,25.5,24.5,27.4,25.9,29.2,28.7,26.4,29.3,9.5,8.7,9.7,9.5,11.9,11.9,9.2,10.2,6.6,9.4,8.1,10.2,8.2,9.4
409,14713,33.0,38.2,42.2,44.7,34.6,34.4,34.6,34.6,35.9,39.2,38.5,40.1,40.3,38.9,11.7,11.6,11.2,10.2,13.3,14.3,13.2,14.4,11.7,10.8,10.8,9.7,11.2,10.8
410,14729,28.2,28.6,37.5,36.7,26.9,27.7,25.1,26.1,24.0,28.3,28.6,30.0,32.1,32.7,8.8,8.2,6.9,8.4,9.2,8.9,8.7,8.7,7.0,7.0,7.3,5.9,6.4,6.5
411,14730,27.3,32.1,38.0,40.5,29.9,23.1,24.5,22.8,26.1,36.3,29.6,31.5,29.5,30.3,9.2,9.0,10.3,10.5,12.9,14.8,13.4,10.9,10.9,8.0,10.3,8.9,11.0,10.5
412,15001,24.29115044247788,49.7,42.4,41.0,31.9,33.9,33.4,31.9,32.7,34.8,36.4,37.6,36.8,35.6,8.167692307692308,6.4,9.2,5.9,8.9,10.2,9.0,11.8,8.3,11.4,10.0,10.7,11.4,10.1
413,15002,30.9,49.0,40.7,40.5,34.6,34.6,38.7,36.0,36.8,38.6,38.2,37.9,37.8,35.5,13.3,8.3,11.8,11.2,13.5,13.9,11.1,10.6,10.7,11.0,11.6,11.6,12.5,13.2
414,15003,33.7,50.3,43.4,45.2,38.6,36.1,37.8,36.2,38.4,40.3,40.4,38.5,38.7,36.8,11.5,7.4,10.9,9.7,11.0,13.4,11.4,9.7,9.1,11.1,9.7,10.5,11.1,11.6
415,15081,23.2,39.6,31.1,32.5,26.5,25.7,24.3,24.7,25.4,26.1,25.9,29.7,24.4,26.0,13.1,9.0,12.1,11.3,11.7,15.4,15.7,11.1,9.7,12.6,10.8,9.3,11.1,12.8
416,15082,24.29115044247788,41.0,31.7,36.8,25.0,24.9,25.7,24.6,25.5,29.2,26.1,27.5,28.6,26.5,8.167692307692308,8.5,12.0,11.3,15.3,14.5,13.1,12.3,9.5,9.5,10.5,11.2,13.1,13.6
417,15083,24.29115044247788,40.5,32.7,31.3,24.6,23.7,24.9,24.7,23.7,26.0,27.8,29.0,32.4,27.9,8.167692307692308,6.5,8.1,9.3,9.0,9.9,9.0,7.5,8.2,8.3,7.6,7.0,8.7,8.1
418,15084,24.29115044247788,44.9,34.0,37.2,32.8,31.8,30.1,35.1,31.3,32.5,32.7,31.4,30.1,31.5,8.167692307692308,8.1,13.8,12.3,13.2,12.8,12.5,10.3,11.2,12.2,8.9,10.5,11.9,11.5
419,15085,24.29115044247788,40.8,32.9,34.9,26.1,28.3,27.6,28.1,26.8,31.3,30.4,29.8,31.0,30.9,8.167692307692308,6.8,9.6,8.5,10.7,8.1,8.4,8.2,7.3,8.6,7.1,8.0,9.6,9.2
420,15086,24.29115044247788,39.2,31.8,26.4,22.6,20.2,23.6,22.6,23.3,23.7,28.6,23.3,25.1,25.1,8.167692307692308,9.6,11.8,11.6,12.8,14.3,11.9,12.4,10.4,10.8,11.8,14.0,13.0,12.1
421,15087,24.29115044247788,36.8,29.5,29.9,22.7,21.8,20.9,22.0,23.1,18.8,22.3,21.6,23.1,21.0,8.167692307692308,9.7,11.3,14.8,11.7,15.6,16.0,15.9,14.4,17.3,10.6,11.7,12.8,13.1
422,15088,24.29115044247788,37.0,29.4,27.4,23.3,24.1,23.2,20.3,24.0,24.9,24.5,27.4,29.7,27.5,8.167692307692308,7.4,11.2,9.6,12.3,9.6,10.2,10.0,7.4,8.7,8.5,8.7,8.0,7.8
423,15089,24.29115044247788,37.2,30.2,31.0,22.7,23.3,23.2,23.0,21.6,22.4,21.6,19.5,25.3,24.8,8.167692307692308,10.1,11.4,11.7,16.4,13.3,12.7,10.5,11.9,10.4,10.9,10.9,12.1,12.0
